,smiles,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
5160,C=C(C)C(=O)OCCOc1ccccc1,0,0,0,0,0,0,0,0,-1,-1,0
5161,CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,0,0,0,0,0,0,0,-1,-1,-1,0
5162,CCN(CC)C(C)=NN=Cc1c2c(O)c3c(O)c(C)c4c(c3c1O)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(O)=N2)O4,0,0,-1,0,0,0,0,0,0,0,0
5163,CN1C(=N)N[C@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(OCCCF)c2)C1=O,0,1,0,0,0,0,0,0,0,0,0
5164,CC(Cc1ccccc1)N(C)Cc1ccco1,0,0,1,0,0,0,0,0,0,0,0
5165,CC[N+](CC)(CC(O)=Nc1c(C)cccc1C)Cc1ccccc1,0,0,0,0,0,0,0,0,0,-1,0
5166,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,0,0,1,0,0,0,0,0,0,0,0
5167,Brc1cc2c(cc1[C@@H]1Nc3ccccc3[C@@H]3C=CC[C@@H]31)OCO2.Brc1cc2c(cc1[C@H]1Nc3ccccc3[C@H]3C=CC[C@H]31)OCO2,0,0,0,0,0,0,0,-1,0,0,0
5168,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,1,0,0
5169,C[C@H](N)C(O)=N[C@@H](CCC(=N)O)C(=O)O,0,0,0,0,0,0,0,-1,0,0,0
5170,CCCOCCOCCOCCO,0,0,0,0,0,0,0,0,-1,-1,0
5171,CCC=C(C(O)=NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(=N)O)CSC12)c1csc(=N)[nH]1,0,0,0,0,0,0,0,0,-1,-1,0
5172,CC1=CCC2CC1C2(C)C,0,0,0,0,0,0,0,0,-1,-1,0
5173,Nc1cc(Cl)ccc1O,0,0,0,0,0,0,0,0,0,1,0
5174,COc1ccccc1N1CCN(CCN2C(=O)c3ccccc3C(C)(C)C2=O)CC1,0,0,0,0,0,0,0,-1,0,0,0
5175,C[n+]1ccn(CCO)c1,0,0,0,0,0,0,0,0,-1,-1,0
5176,Nc1ccc(Nc2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,0
5177,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,0,0,0,0,0,0,0,0,1,-1,1
5178,CCCN=C([O-])NS(=O)(=O)c1ccc(Cl)cc1,0,0,0,-1,0,0,0,0,0,0,0
5179,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,-1,0,0,0,0,0,0,0,0,0,0
5180,CN(C)CCCCl,0,0,0,0,0,0,0,0,-1,-1,0
5181,NC(C(=O)O)c1nn[nH]n1,0,0,0,0,0,0,0,-1,0,0,0
5182,NCC(O)(CS(=O)(=O)O)c1ccc(Cl)cc1,0,0,0,0,0,0,0,-1,0,0,0
5183,ON=C(O)CCCCCCC(O)=Nc1cccnc1,0,0,0,0,0,0,0,-1,0,0,0
5184,Nc1cccc(Cn2c(-c3ccc(Oc4ccccc4)cc3)ccc2-c2ccccc2Cl)n1,0,-1,0,0,0,0,0,0,0,0,0
5185,CC(C)CN=C(O)[C@H](C)C[C@H](O)[C@H](CC(C)C)N=C(O)[C@H](Cc1ccccc1)N=C(O)c1cccc2ccccc12,0,-1,0,0,0,0,0,0,0,0,0
5186,CC(C)COC(=O)C(C)C,0,0,0,0,0,0,0,0,-1,-1,0
5187,CC1(C)S[C@@H]2[C@H](N=C(O)C34C[C@@H]5C[C@@H](CC(N)(C5)C3)C4)C(=O)N2[C@H]1C(=O)O,0,0,-1,0,0,0,0,0,0,0,0
5188,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0,0,1,0,1,-1,0,0,1,-1,-1
5189,O[C@@H](Cc1ccncc1)C(Cl)(Cl)Cl,0,0,0,0,0,0,0,-1,0,0,0
5190,CCCCCCCCCCCCCCCC(=O)OC[C@@H](N=C(O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,0,0,0,0,0,0,0,-1,0,0,0
5191,c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1,0,0,0,0,0,0,0,0,0,1,0
5192,CCC(N=C(O)c1cc(F)ccc1NS(=O)(=O)c1cccc2cccnc12)c1ccccc1,0,0,0,0,0,0,0,0,1,0,0
5193,O=[N+]([O-])c1cc[n+]([O-])cc1,0,0,0,0,0,0,0,0,-1,-1,0
5194,CCCC(CCC)C(O)=NCC(=N)O,0,0,0,0,0,0,0,-1,0,0,0
5195,C=CCCCCCCCCC(=O)OCCCC,0,0,0,0,0,0,0,0,-1,-1,0
5196,C=CC(=O)OCCOC1C2CCC1C1CC=CC12,0,0,0,0,0,0,0,0,0,0,0
5197,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(N=C(O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,0,0,-1,0,1,-1,0,0,0,0,0
5198,CO[C@@]1(N=C(O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(=N)O)CS[C@@H]21,0,0,1,0,1,-1,0,0,0,0,0
5199,O=C1CCCCC1Cl,0,0,0,0,0,0,0,0,-1,-1,0
5200,COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C(=CNN2CCN(C)CC2)C(=C4O)N=C(O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0,0,-1,0,0,0,0,0,0,0,0
5201,O=C(O)C1CC(CP(=O)(O)O)CCN1,0,0,0,0,0,0,0,0,-1,-1,0
5202,FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(C3CC3)CC1)c1ccccc1S2,0,0,1,0,0,0,0,0,0,0,0
5203,CC[C@H](CO)N=c1nc2c(ncn2C(C)C)c(Nc2cccc(-c3ccccn3)c2)[nH]1,0,0,0,0,0,0,0,-1,0,0,0
5204,O=C(O)C(=O)CBr,0,0,0,0,0,0,0,-1,0,0,0
5205,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H]2C[C@@H]2C(=[NH2+])N1,0,1,0,0,0,0,0,0,0,0,0
5206,CN1C(=N)NC(c2cccc(N=C(O)c3ccc4c(c3)OCO4)c2)(C2CCCCC2)C1=O,0,-1,0,0,0,0,0,0,0,0,0
5207,CCCCCOc1ccc(C2SC(=O)N=C2O)cc1OCC,0,0,0,0,0,0,0,0,0,-1,0
5208,CC(O)=NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2[nH+]cc(C(C)(C)C)o2)CCCCC1,0,-1,0,0,0,0,0,0,0,0,0
5209,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0,0,0,0,0,0,0,0,1,-1,0
5210,Nc1c(Br)cc([N+](=O)[O-])cc1Br,0,0,0,0,0,0,0,0,0,0,0
5211,CC1CCCCN1CCCOC(=O)c1ccc(OC2CCCCC2)cc1,0,0,0,0,0,0,0,0,0,0,0
5212,COc1ccc(CC(O)=Nc2nncs2)cc1,0,0,0,0,0,0,-1,0,0,0,0
5213,CC(=N)NCc1cccc(CN)c1,0,0,0,0,0,0,0,-1,0,0,0
5214,COC(=O)[C@H](CC(C)C)N=C(O)c1ccc(NC[C@@H](N)CS)cc1-c1cccc2ccccc12,0,0,0,0,0,0,0,-1,0,0,0
5215,O=S(O)OCC1OC(OC2(COS(=O)O)OC(COS(=O)O)C(OS(=O)O)C2OS(=O)O)C(OS(=O)O)C(OS(=O)O)C1OS(=O)O,0,0,0,0,0,0,0,0,-1,-1,0
5216,CCC(C)C1(CC)C(O)=NC(=O)N=C1O,0,0,1,-1,1,-1,0,0,0,0,-1
5217,CNC(=O)c1cc(Oc2ccc(NC(O)=Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,0,0,0,0,0,0,0,1,0,0,1
5218,O=C(CCCN1CCN(C(=O)OC2CCCCC2)CC1)c1ccc(F)cc1,0,0,1,0,0,0,0,0,0,0,0
5219,CC=CC=CC(=O)O,0,0,0,0,0,0,0,-1,-1,-1,0
5220,CON(C)C(=O)N1N=C(c2cc(F)ccc2F)S[C@@]1(CCCN)c1ccccc1,0,0,0,0,0,0,0,-1,0,0,0
5221,C[N+]1(CC2COC(c3ccccc3)(c3ccccc3)O2)CCCCC1,0,0,0,0,0,0,0,0,-1,-1,0
5222,CCOC(=O)c1cnc2c(cnn2CC)c1N=NC(C)C,0,0,0,0,0,0,0,0,0,-1,0
5223,O=C(O)C(O)Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,-1
5224,Cc1ccccc1O,0,0,0,0,0,0,0,0,-1,-1,0
5225,C=CCOc1ccccc1OC[C@H](O)CNC(C)C,0,0,0,0,0,0,0,-1,0,0,0
5226,Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,0,0,0,0,0,0,0,0,0,0,0
5227,CCn1nnn(CCN2CC[C@H](N(C(=O)COC)c3ccccc3F)[C@H](C)C2)c1=O,0,0,1,0,0,0,0,0,0,0,0
5228,[Tc],0,0,0,0,0,0,0,0,0,0,1
5229,C=C(C)C#N,0,0,0,0,0,0,0,0,-1,-1,0
5230,CN(C)c1ccncc1,0,0,0,0,0,0,0,0,-1,-1,0
5231,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@H]1Cc3ccccc3C[C@]12C(=O)CO.O,0,0,1,0,0,0,0,0,0,0,0
5232,[Li+],0,0,0,0,0,0,0,0,0,0,1
5233,CCN1CCC(=C(c2ccccc2)c2ccccc2)C1.Cl,0,0,1,0,0,0,0,0,0,0,0
5234,COC(=O)/C=C/C(O)=N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,0,0,0,0,0,0,0,-1,0,0,0
5235,Br.CO[C@H]1CC=C2CCN3CCC4=C(CC(=O)OC4)[C@]23C1,0,0,0,0,0,0,0,-1,0,0,0
5236,O=[N+]([O-])C(Br)(CO)CO,0,0,0,0,0,0,0,-1,-1,-1,0
5237,CC1(C)C(=O)N(CCN2CCC(C(=O)c3ccc(F)cc3)CC2)c2ccccc21.Cl,0,0,0,0,0,0,0,-1,0,0,0
5238,CC(C)CC(C)N=O,0,0,0,0,0,0,0,0,-1,-1,0
5239,O=C(CCl)N1CCN(Cc2ccc(Br)s2)CC1,0,0,0,0,0,0,1,0,0,0,0
5240,O=C1C=CC(O)=N1,0,0,0,0,0,0,0,0,0,0,0
5241,CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2nc(O)ccc12,0,0,0,0,0,0,0,-1,0,0,0
5242,C[N+](C)(C)CCO.Cn1c(=O)c2nc[nH]c2n(C)c1=O,0,0,0,0,0,0,0,0,0,0,1
5243,CCNc1cc(C(O)=NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1OC,0,1,0,0,0,0,0,0,0,0,0
5244,CCc1ccc2c(c1)C(NCC(O)C1Cc3cccc(c3)CCCCn3cc(cc(-c4cccc[nH+]4)c3=O)C(O)=N1)CC1(CCC1)O2,0,1,0,0,0,0,0,0,0,0,0
5245,NN=c1[nH][nH]c(=NN)c2ccccc12,0,0,0,0,0,0,0,0,0,-1,0
5246,CCOc1c(N2CCOCC2)cnn(C)c1=O,0,0,0,0,0,0,0,-1,0,0,0
5247,CCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1,0,0,0,0,0,0,0,-1,0,0,0
5248,CC1CN(CCCn2c3ccccc3c3ccccc32)CC(C)N1,0,0,1,0,0,0,0,0,1,-1,0
5249,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,0,0,0,0,0,0,0,0,1,-1,0
5250,CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,0,0,0,0,0,0,0,0,1,0,0
5251,CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3cc(F)c([NH3+])c(OCCF)c3)C2O)c1,0,1,0,0,0,0,0,0,0,0,0
5252,COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C,0,0,0,0,0,0,0,0,0,0,0
5253,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,0,0,0,0,0,0,0,0,0,-1,0
5254,CCOP(=S)(OCC)SCSC(C)(C)C,0,0,0,0,0,0,0,0,0,-1,0
5255,CC(=O)N1CCCC2(CCCCCC2)C1,0,0,0,0,0,0,-1,0,0,0,0
5256,CCN(CC)CCN=C(O)c1c(C)[nH]c(/C=C2\C(O)=Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,0,0,0,1,0,0,0,0,0,0,0
5257,Cc1ccc2sc3cccc(C)c3c2c1,0,0,0,0,0,0,0,0,0,0,0
5258,Cn1cc(C(=N)O)c(C(F)F)n1,0,0,0,0,0,0,-1,0,0,0,0
5259,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](N=C(O)[C@@H]3C=C4c5cccc6c5C(=C(Br)[NH2+]6)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,0,0,0,-1,0,0,0,0,0,0,0
5260,CC12CCC(C(=O)N(CCCCN3CCN(c4ccccn4)CC3)C1=O)C2(C)C,0,0,0,0,0,0,0,-1,0,0,0
5261,Clc1ccc(-c2nc3sccn3c2/C=N/OCc2ccc(Cl)c(Cl)c2)cc1,0,0,0,0,0,0,0,-1,0,0,0
5262,CCCC(O)C1CCN(C(C)C(O)=NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)C1=O,0,1,0,0,0,0,0,0,0,0,0
5263,CCCOC1C[NH2+]C(C(O)C(Cc2cc(F)cc(F)c2)N=C(O)C(C)N2CCC(CC(C)C)C2=O)C1,0,1,0,0,0,0,0,0,0,0,0
5264,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,0,0,0,0,0,0,0,-1,0,1,0
5265,CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21,0,0,1,0,0,0,0,0,0,0,0
5266,CN(C)CCOC(c1ccccc1)c1ccccc1,0,0,1,0,-1,-1,0,0,0,0,1
5267,CCN(C)C(=O)c1cccc(N)c1,0,0,0,0,0,0,-1,0,0,0,0
5268,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2Br)c(Br)c1,0,0,0,0,0,0,0,0,-1,-1,0
5269,CN(C)C(=N)NC(=N)N,0,0,0,0,-1,-1,0,0,-1,-1,1
5270,COc1ccc(C2(c3cccc(-c4cncnc4)c3)NC(=N)c3nc(C)sc32)cc1,0,-1,0,0,0,0,0,0,0,0,0
5271,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,0,0,1,0,1,-1,0,0,0,0,0
5272,Cc1ccc(N=C(O)Nc2cc(C(F)(F)F)ccc2F)cc1Nc1ccc2c(c1)N=C(O)/C2=C\c1ccc[nH]1,0,0,0,0,0,0,0,-1,0,0,0
5273,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,-1,0,1,0,0,0,0,-1,0,0,0
5274,Clc1ccc(Cl)cc1,0,0,0,0,0,0,0,0,-1,-1,0
5275,C[N+](C)(C)CC(O)CC(=O)O,0,0,0,0,0,0,0,-1,0,0,1
5276,CCN(CCO)CCCC(C)[NH2+]c1cc[nH+]c2cc(Cl)ccc12,0,0,0,-1,0,0,0,0,0,0,0
5277,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)(O)OCC[N+](C)(C)C,0,0,0,0,0,0,0,-1,0,0,0
5278,O=S(=O)(O)c1ccc(Nc2nc(N(CCO)CCO)[nH]c(=Nc3ccc(C=Cc4ccc(N=c5nc(Nc6ccc(S(=O)(=O)O)cc6)nc(N(CCO)CCO)[nH]5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)n2)cc1,0,0,0,0,0,0,0,0,-1,1,0
5279,Oc1nc2cc(Cl)ccc2n1C1CCN(CC2COc3ccccc3O2)CC1,0,0,1,0,0,0,0,0,0,0,0
5280,CCCCCCOc1ccc(C(=N)N(CCCC)CCCC)c2ccccc12,0,0,0,0,0,0,0,0,0,0,0
5281,CN1C(=N)N[C@](C)([C@@H]2C[C@H]2c2ccccc2)CC1=O,0,-1,0,0,0,0,0,0,0,0,0
5282,C=CC(O)=Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,0,0,0,0,0,0,0,-1,0,0,0
5283,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],0,0,0,0,0,0,0,-1,0,0,0
5284,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0,0,0,0,0,0,0,0,-1,-1,0
5285,OC(=NCCc1ccncc1)c1ccccc1F,0,0,0,0,0,0,-1,0,0,0,0
5286,CCO[Si](CCCN)(OCC)OCC,0,0,0,0,0,0,0,0,-1,-1,0
5287,I,0,0,0,0,0,0,0,0,0,0,1
5288,CC(C)n1nc(-c2ccc3oc(=N)[nH]c3c2)c2c(N)ncnc21,0,0,0,0,0,0,0,-1,0,0,0
5289,OCC1CO1,0,0,0,0,0,0,0,0,-1,-1,0
5290,Cc1ccc2c(nc(O)c3c(=O)cc(C(=O)OCCC(C)C)oc32)c1C,-1,0,0,0,0,0,0,0,0,0,0
5291,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,-1,0,-1,-1,1,-1,0,-1,0,0,-1
5292,CCCC[C@H](N=C(O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](N=C(O)NC1(CS(=O)(=O)C(C)(C)C)CCCCC1)C(C)(C)C)C2(C)C)C(=O)C(=O)NC1CC1,0,0,0,0,0,0,0,-1,0,0,0
5293,Cc1c(F)cc(C(O)=NC2CC2)cc1-c1c(F)cn2c(C(C)(C)C)nnc2c1F,0,0,0,0,0,0,0,-1,0,0,0
5294,Cc1ccc2c(Br)cc(Br)c(OC(=O)c3ccccc3)c2n1,0,0,0,0,0,0,0,-1,0,0,0
5295,CCN(CC)CCNC(=O)c1ccc(I)cc1,0,0,0,0,0,0,0,-1,0,0,0
5296,O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,-1,0,1,0,0,0,0,-1,-1,-1,0
5297,CCOc1cc(N)c(Cl)cc1C(O)=NCC1CN(Cc2ccc(F)cc2)CCO1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0,0,0,0,0,0,0,-1,0,0,0
5298,CCC(C)(CC)OC(=N)O,0,0,1,0,0,0,0,0,0,0,0
5299,CCN(CC)CCN=C(O)c1c(C)[nH]c(C=C2C(O)=Nc3ccc(F)cc32)c1C,0,0,0,0,0,0,0,0,0,0,1
5300,CCC1C(O)C2C3CCC(C(C)CCC(=O)O)C3(C)CCC2C2(C)CCC(O)CC12,0,0,0,0,0,0,0,-1,0,0,0
5301,CC1C(c2ccccc2)N=C(O)N1C,0,0,0,0,0,0,0,0,0,-1,0
5302,N=C(O)NC=C1N=C(O)C(CN=C(O)CC(N)CCCN)N=C(O)C(CO)N=C(O)C(N)CN=C(O)C(C2CCNC(=N)N2)N=C1O,0,0,0,0,0,0,0,0,0,0,1
5303,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,0,0,0,0,0,0,0,-1,0,0,0
5304,CCCCCCCN(CC)CCCC(O)c1ccc([NH2+]S(C)(=O)=O)cc1,0,0,0,-1,0,0,0,0,0,0,0
5305,CN(C)c1ccccc1CN1CCCN(Cc2ccccc2N(C)C)C1c1ccncc1,0,0,0,0,0,0,0,-1,0,0,0
5306,N=C1NC(c2ccccc2)(C2CCCCC2)C(=O)N1Cc1cc(F)cc(F)c1,0,-1,0,0,0,0,0,0,0,0,0
5307,O=C(COc1ccc(Cl)cc1Cl)N1CCC(N=C(O)CCCS)CC1,0,0,0,0,0,0,0,-1,0,0,0
5308,N=c1c2c([nH]c3ccccc13)CCCC2O,0,0,1,0,0,0,0,0,-1,-1,0
5309,c1ccc(-n2cnnn2)cc1,0,0,0,0,0,0,0,0,-1,-1,0
5310,CCCCCC=CCC=CCC=CCCCCC(=O)O,0,0,0,0,0,0,0,0,-1,-1,0
5311,CCOc1ccccc1OC[C@H]1CNCCO1,0,0,0,0,0,0,0,-1,0,0,0
5312,CN(C)C1=NC(=O)C(c2ccccc2)O1,0,0,1,0,0,0,0,0,0,0,0
5313,COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1,0,0,0,0,0,0,0,-1,0,0,0
5314,CCN(CC)CCOC(=O)c1ccc([NH3+])cc1,0,0,0,-1,0,0,0,0,0,0,0
5315,CC(=O)C(=O)O,0,0,0,0,0,0,0,-1,-1,-1,0
5316,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1,0,0,0,0,0,0,0,-1,0,0,0
5317,COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CCN3C)CC1=O,0,0,0,0,0,0,0,-1,0,0,0
5318,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,0,0,0,0,0,0,0,0,0,-1,1
5319,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-1,0,-1,-1,0,0,0,0,0,0,0
5320,CN1CC(=N)NC(C)(c2cccc(NC(=O)c3ccc(C#N)cn3)c2)C1=O,0,-1,0,0,0,0,0,0,0,0,0
5321,CC(=O)N(O)CCCCCN=C(O)CCC(=O)N(O)CCCCCN=C(O)CCC(=O)N(O)CCCCC[NH3+],0,0,0,-1,0,0,0,0,0,0,0
5322,CCCC(C)(COC(=N)O)COC(O)=NC1CC1,0,0,0,0,0,0,0,0,-1,-1,0
5323,CC(=O)[O-].CC(=O)[O-].[Ca+2],0,0,0,0,-1,-1,0,0,0,0,-1
5324,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,0,0,0,-1,0,0,0,0,0,0,0
5325,Cc1ccc([N+](=O)[O-])cc1,0,0,0,0,0,0,0,0,-1,-1,0
5326,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3CC(C=O)=C4C=C(OCCCl)CCC4(C)[C@@]3(F)C(O)CC12C,0,0,1,0,0,0,0,0,0,0,0
5327,CCCCOc1ccc(OCCCN2CCOCC2)cc1,0,0,0,0,0,0,0,0,0,-1,0
5328,CS(=O)(=O)N1CCC[C@@H]1CN,0,0,0,0,0,0,-1,0,0,0,0
5329,CC(O)=Nc1ccc(N=Nc2cc(C)ccc2O)cc1,0,0,0,0,0,0,0,0,0,0,0
5330,CCn1nc(C(=O)[O-])c(=O)c2cc3c(cc21)OCO3,0,0,0,-1,0,0,0,0,0,0,0
5331,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,0,0,0,0,0,0,0,-1,0,0,1
5332,CON(C)C(O)=Nc1ccc(Br)c(Cl)c1,0,0,0,0,0,0,0,0,0,-1,0
5333,CC1=CC(=O)c2ccccc2C1=O,0,0,0,-1,0,0,0,-1,0,0,0
5334,C=C(C)C(O)=NCCC[N+](C)(C)C,0,0,0,0,0,0,0,0,-1,-1,0
5335,O=C1OCCO1,0,0,0,0,0,0,0,0,-1,-1,0
5336,CC(N=C(O)c1cc(C(=O)OCC(O)(C[NH3+])Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,-1,0,0,0,0,0,0,0,0,0
5337,C=CC1CC=CCC1,0,0,0,0,0,0,0,0,0,-1,0
5338,CC(C)N=c1[nH]c2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0,0,0,0,0,0,0,-1,0,0,0
5339,CCOC(O)=Nc1ccc(NCc2c(C)cc(C)cc2C)cc1N,0,0,0,0,0,0,0,-1,0,0,0
5340,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,0,0,0,-1,0,0,0,0,0,0,0
5341,CC(C)(C)C(=O)CCl,0,0,0,0,0,0,0,0,-1,-1,0
5342,CCCCCCCCCCCCCCCC[N+](C)(C)CC,0,0,0,0,0,0,0,0,1,0,0
5343,COc1ccc(C)cc1N=C(O)Nn1cnnc1,0,0,0,0,0,0,-1,0,0,0,0
5344,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3[NH+](C)CC2)CC[N+]1(C)C,0,0,0,-1,0,0,0,0,0,0,0
5345,CC(C)(C)CC(C)(C)c1ccc(O)cc1,0,0,0,-1,0,0,0,0,1,0,0
5346,Cc1c(O)c(=O)ccn1C,-1,0,1,0,0,0,0,-1,0,0,1
5347,COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,0,0,0,0,0,0,0,0,1,1,0
5348,CC(C)C(O)=Nc1ncc(-c2cc(C(F)F)nn2-c2c(Cl)cccc2Cl)s1,0,0,0,0,0,0,0,-1,0,0,0
5349,Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(=N)O)cc24)CCC3)n1,0,0,0,0,0,0,0,-1,0,0,0
5350,Brc1ccc(Br)c(Br)c1,0,0,0,0,0,0,0,0,0,-1,0
5351,CC1=C(C(=O)O)N2C(=O)[C@@H](N=C(O)[C@H](N)c3cccc(NS(C)(=O)=O)c3)[C@H]2SC1,0,0,-1,0,0,0,0,0,0,0,0
5352,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+],0,0,0,0,0,0,0,-1,0,0,0
5353,c1cc2c(c(N3CCNCC3)c1)OCCO2,0,0,1,0,0,0,0,0,-1,-1,0
5354,CNCCSC1=Cc2cc(F)ccc2Oc2ccccc21,0,0,1,0,0,0,0,0,0,0,0
5355,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,0,0,0,-1,0,0,0,0,0,0,0
5356,COc1ccc(C2(c3ccccc3)NC(=N)N(C)C2=O)cc1,0,-1,0,0,0,0,0,0,0,0,0
5357,CCC(=O)Nc1ccc(S(N)(=O)=O)cc1,0,0,0,0,0,0,-1,0,0,0,0
5358,Cn1nc(-c2cccc(F)c2)n(C)c1=S,0,0,1,0,0,0,0,-1,0,0,0
5359,CCc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1,0,0,0,0,0,0,0,0,-1,-1,0
5360,CCc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)[nH]c2ccc(Cl)cc12,0,0,0,0,0,0,0,-1,0,0,0
